title,price,provence,year,fuel,kilometers,change,power
Peugeot 308 SW Active 1.6 eHDI 112 FAP,5.490 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,225.000 Km,,112 CV
Audi A4 1.9 TDI,4.790 €,"Utebo (Zaragoza)
Hace 5 horas",2003,Diesel,205.000 Km,,130 CV
Citroen Jumpy 1.6 HDi 92 Mixto L,6.189 €,"Utebo (Zaragoza)
Hace 5 horas",2007,Diesel,237.000 Km,,92 CV
Nissan Almera 1.8 Acenta,1.990 €,"Utebo (Zaragoza)
Hace 5 horas",2002,Gasolina,137.000 Km,,116 CV
Fiat Freemont Urban 2.0 16v 140cv Diesel,10.990 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,147.000 Km,,140 CV
Mercedes Clase C 180 K Avantgarde Estate,9.990 €,"Utebo (Zaragoza)
Hace 5 horas",2008,Gasolina,166.000 Km,,156 CV
Mazda Mazda3 Active 1.6 VVT,4.490 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Gasolina,125.000 Km,,105 CV
Audi A3 Sportback 2.0 TDI 140cv DPF Ambiente,8.990 €,"Utebo (Zaragoza)
Hace 5 horas",2008,Diesel,213.000 Km,,140 CV
Citroen Jumpy 1.6 HDi 92 29 L2H2,8.256 €,"Utebo (Zaragoza)
Hace 5 horas",2015,Diesel,160.000 Km,,92 CV
Opel Zafira 1.7 CDTi 110 CV Family,9.990 €,"Utebo (Zaragoza)
Hace 5 horas",2014,Diesel,58.000 Km,,110 CV
Fiat Fiorino Cargo Base 1.3 Mjet 75cv E4,3.990 €,"Utebo (Zaragoza)
Hace 5 horas",2011,Diesel,198.000 Km,,75 CV
Ford Mondeo 2.0 TDCi Ghia,990 €,"Utebo (Zaragoza)
Hace 5 horas",2004,Diesel,320.000 Km,,130 CV
Volvo XC 60 2.4D AWD Summum,14.490 €,"Utebo (Zaragoza)
Hace 5 horas",2010,Diesel,160.000 Km,,163 CV
Opel Corsa Enjoy 1.3 CDTI,3.490 €,"Utebo (Zaragoza)
Hace 5 horas",2004,Diesel,253.000 Km,,70 CV
Peugeot 2008 Allure 1.6 eHDi 92,11.500 €,"Utebo (Zaragoza)
Hace 5 horas",2015,Diesel,52.000 Km,,92 CV
Fiat Ulysse 1.9 TD S,1.990 €,"Utebo (Zaragoza)
Hace 5 horas",1999,Diesel,289.000 Km,,92 CV
Opel Zafira Opel Zafira 1.9CDTi Cosmo 120 7 Plazas,3.999 €,"Alicante
Hace 5 horas",2007,Diesel,131.000 Km,,120 CV
Nissan NV200 1.5dCi COMFORT Furgon,5.501 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,206.000 Km,,89 CV
BMW X5 xDRIVE30d,14.490 €,"Utebo (Zaragoza)
Hace 5 horas",2010,Diesel,253.000 Km,,235 CV
Peugeot 208 5P ACTIVE 1.4 HDi 68,5.990 €,"Utebo (Zaragoza)
Hace 5 horas",2014,Diesel,159.000 Km,,68 CV
Peugeot 508 Active 1.6 eHDI 115,8.990 €,"Utebo (Zaragoza)
Hace 5 horas",2015,Diesel,191.000 Km,,115 CV
Skoda Octavia 1.6 TDI CR Ambition,7.990 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,159.000 Km,,105 CV
Volvo V 70 2.5 20v Optima,4.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1998,Gasolina,111.328 Km,,144 CV
Volvo S 60 2.4 D,4.800 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2002,Diesel,101.427 Km,,130 CV
Volvo 850 2.4 GLE,3.800 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1994,Gasolina,108.710 Km,,140 CV
Seat Cordoba 1.9 TDi Sport 90,1.600 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2000,Diesel,256.619 Km,,90 CV
Rolls Royce Silver Spirit II,18.000 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1988,Gasolina,181.387 Km,,180 CV
Renault Megane 1.9 dTi RXE,2.300 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1999,Diesel,184.285 Km,,98 CV
Renault Megane 1.5 dCi,3.200 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2007,Diesel,190.775 Km,,85 CV
Renault Laguna Grand Tour 3.0 V6 24v,4.800 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2001,Gasolina,116.868 Km,,207 CV
Renault Laguna 1.8 16V RT,2.400 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1999,Gasolina,136.493 Km,,120 CV
Renault Espace 3.0 V6i,3.990 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1998,Gasolina,162.214 Km,,170 CV
Renault Clio 1.9 D Alizé,2.400 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1999,Diesel,132.796 Km,,64 CV
Renault Clio 1.5 dCi 65,2.800 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2005,Diesel,113.857 Km,,65 CV
Renault Clio 1.5 dCi,4.300 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2005,Diesel,126.446 Km,,65 CV
Renault Clio 1.2 16v,5.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2008,Gasolina,118.225 Km,,75 CV
Renault R5 TL Confort,5.200 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1980,Gasolina,139.663 Km,,47 CV
Pontiac Firebird Cabrio,8.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1997,Gasolina,113.950 Km,,196 CV
Peugeot 207 1.4i Urban,4.400 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2008,Gasolina,195.724 Km,,75 CV
MG TF 1.8 160,6.990 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2002,Gasolina,93.291 Km,,160 CV
Mercedes Clase M ML 320,7.600 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1999,Gasolina,151.601 Km,,218 CV
Mercedes Clase E E 280 Elegance,4.700 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1997,Gasolina,191.809 Km,,193 CV
Mercedes Clase E 220 D,3.950 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1997,Diesel,225.965 Km,,95 CV
Mercedes Clase CLK 230 Kompressor,4.200 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1997,Gasolina,367.246 Km,,193 CV
Mercedes Clase CL 500,7.500 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1996,Gasolina,220.086 Km,,320 CV
Mercedes Clase C 180 Elegance,3.600 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1998,Gasolina,185.904 Km,,122 CV
Mercedes 280 SE,6.000 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1975,Gasolina,253.669 Km,,185 CV
Mercedes 280 S,6.000 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1979,Gasolina,151.862 Km,,156 CV
Mercedes 220 S,19.000 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2019,Gasolina,55.910 Km,,110 CV
Mercedes 190 E 2.0,4.600 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1988,Gasolina,98.819 Km,,122 CV
Mercedes 190 1.9 D,14.000 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2019,Diesel,74.165 Km,,55 CV
Jaguar XJ6 L,12.000 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1978,Gasolina,66.306 Km,,172 CV
Jaguar Sovering XJ6 3.2,7.200 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1991,Gasolina,184.362 Km,,198 CV
Jaguar XJ 4.2,11.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1977,Gasolina,63.729 Km,,170 CV
Jaguar Sovering XJ6 4.0,5.400 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1996,Gasolina,131.918 Km,,240 CV
Jaguar Sovering HE XJ12 5.3,9.600 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1985,Gasolina,108.209 Km,,295 CV
Jaguar Stype 3.0 V6,7.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1999,Gasolina,112.927 Km,,238 CV
Jaguar Stype 3.0 V6 Auto,6.600 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2000,Gasolina,175.730 Km,,238 CV
Jaguar Daimler 4.0 Series III,9.600 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1991,Gasolina,168.011 Km,,235 CV
Hyundai Coupe 1.6i 16v FX,2.800 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1999,Gasolina,151.954 Km,,116 CV
Hyundai Accent 1.5 CRDI GL VGT,4.200 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2006,Diesel,108.887 Km,,110 CV
Hyundai Accent 1.5 CRDI GL,3.200 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2002,Diesel,75.802 Km,,82 CV
Ford Focus 1.8 TDCI SW Wagon,3.600 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2004,Diesel,191.409 Km,,100 CV
Ford Fiesta 1.3i CLX,1.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1992,Gasolina,108.088 Km,,59 CV
Ford Cougar 2.5 V6,3.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1998,Gasolina,168.200 Km,,170 CV
Fiat 500L Lusso,11.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1970,Gasolina,6.076 Km,,22 CV
Chrysler 300 M 2.7 V6 24V,3.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1999,Gasolina,165.297 Km,,203 CV
Chevrolet Tahoe 5.3 LT Cuero,12.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2003,Gasolina,170.831 Km,,273 CV
Chevrolet Tahoe 2.9 TL Cuero,12.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2003,Gasolina,169.951 Km,,290 CV
Chevrolet Matiz 1.0 S,3.100 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2006,Gasolina,123.431 Km,,66 CV
Cadillac Deville Sedán,8.500 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1989,Gasolina,184.736 Km,,158 CV
Cadillac Eldorado 4.1 Coupé Customizado,15.000 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1982,Gasolina,132.132 Km,,125 CV
Cadillac Deville Limusina,15.000 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1984,Gasolina,78.030 Km,,135 CV
Cadillac Deville Coupé,13.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1981,Gasolina,98.611 Km,,127 CV
Cadillac Seville STS A,6.700 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2000,Gasolina,82.997 Km,,305 CV
BMW Serie 5 530 D,4.200 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2000,Diesel,95.798 Km,,193 CV
BMW Serie 3 318 ci cabrio,9.500 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2005,Gasolina,186.000 Km,,143 CV
Audi A4 1.9 TDi,3.600 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1997,Diesel,142.985 Km,,110 CV
Audi A3 2.0TDi,5.300 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2004,Diesel,350.238 Km,,140 CV
Alfa Romeo Spider 2.0 JTS 16v,8.200 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2004,Gasolina,111.656 Km,,165 CV
Alfa Romeo 147 1.9 JTD,4.800 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2004,Diesel,95.500 Km,,115 CV
Volvo 244 GL,5.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1981,Gasolina,229.458 Km,,90 CV
Volkswagen Caddy SDi,2.700 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2001,Diesel,198.939 Km,,63 CV
Hyundai Accent 1.3i GL,1.690 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2000,Gasolina,111.197 Km,,85 CV
Ford Fiesta 1.4 TDCi,2.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2005,Diesel,150.700 Km,,68 CV
Ford Explorer 4.0 XLT 4X4 V6,6.000 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1996,Gasolina,197.393 Km,,156 CV
Chrysler Voyager LE 2.4 EFI,2.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1999,Gasolina,143.755 Km,,150 CV
Chevrolet Alero Sedan 2.4,3.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2000,Gasolina,130.472 Km,,140 CV
Mercedes Clase E E 220 D Elegance,3.950 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1997,Diesel,225.965 Km,,95 CV
Fiat Seicento 1.1 Brush,1.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",2002,Gasolina,141.760 Km,,55 CV
Citroen Saxo 1.5 D,1.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1998,Diesel,161.171 Km,,57 CV
Peugeot 106 MAX 1.5D,1.900 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1999,Diesel,129.999 Km,,57 CV
Mercedes Clase C C 180 Elegance,3.600 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1998,Gasolina,183.313 Km,,120 CV
Cadillac Deville Limusina,15.000 €,"Robledo De Chavela (Madrid)
Hace 5 horas",1984,Gasolina,78.030 Km,,135 CV
Volkswagen Caddy Comfortline 2.0 TDI 110cv 4motion 5pl,6.991 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,232.000 Km,,110 CV
BMW Serie 3 330i,17.990 €,"Utebo (Zaragoza)
Hace 5 horas",2010,Gasolina,156.000 Km,,272 CV
Toyota Auris 1.4 90D ACTIVE,9.500 €,"Utebo (Zaragoza)
Hace 5 horas",2016,Diesel,109.000 Km,,90 CV
Audi A1 1.6 TDI 90cv Ambition,10.490 €,"Utebo (Zaragoza)
Hace 5 horas",2013,Diesel,89.000 Km,,90 CV
Audi Q5 2.0 TDI 143cv quattro DPF,16.990 €,"Utebo (Zaragoza)
Hace 5 horas",2011,Diesel,138.000 Km,,143 CV
Renault Megane BREAK AUTHENTIQUE 1.9dCi,1.490 €,"Utebo (Zaragoza)
Hace 5 horas",2003,Diesel,157.000 Km,,105 CV
Citroen Berlingo 1.6 HDi 75 Attraction,4.123 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,222.000 Km,,75 CV
Lexus IS 250 Automatico Sport,9.490 €,"Utebo (Zaragoza)
Hace 5 horas",2009,Gasolina,81.000 Km,,208 CV
Citroen Xsara 1.6 16v SX,990 €,"Utebo (Zaragoza)
Hace 5 horas",2001,Gasolina,149.000 Km,,110 CV
Seat Altea 1.9 TDI 105cv Stylance,6.490 €,"Utebo (Zaragoza)
Hace 5 horas",2007,Diesel,131.000 Km,,105 CV
Peugeot 807 ST 2.2 HDI,4.990 €,"Utebo (Zaragoza)
Hace 5 horas",2004,Diesel,240.000 Km,,130 CV
Chevrolet Aveo 1.4 16v LS,4.490 €,"Utebo (Zaragoza)
Hace 5 horas",2009,Gasolina,102.000 Km,,100 CV
Opel Antara 2.2 CDTI 184 CV Excellence 4X4 Auto,10.490 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,134.000 Km,,184 CV
Peugeot Partner Origin Furgon 1.6 HDi 75cv 800Kg,2.892 €,"Utebo (Zaragoza)
Hace 5 horas",2010,Diesel,277.000 Km,,75 CV
Peugeot 307 SW 1.6 HDi Pack,3.990 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Diesel,213.000 Km,,110 CV
Volkswagen Passat Variant 2.0 TDI 140cv DPF 4 Mot R Line,4.990 €,"Utebo (Zaragoza)
Hace 5 horas",2008,Diesel,347.000 Km,,140 CV
Audi A3 1.9TDI 90CV,2.000 €,"Torrelavega (Cantabria)
Hace 5 horas",2000,Diesel,317.000 Km,,90 CV
Citroen C4 1.6 HDi 90cv Collection,6.490 €,"Utebo (Zaragoza)
Hace 5 horas",2014,Diesel,218.000 Km,,92 CV
Fiat Scudo 1.9D BASE,2.057 €,"Utebo (Zaragoza)
Hace 5 horas",2005,Diesel,137.000 Km,,69 CV
Toyota Corolla Verso 1.8 VVTi Sol,8.490 €,"Utebo (Zaragoza)
Hace 5 horas",2009,Gasolina,99.000 Km,,129 CV
BMW Serie 5 520I,2.490 €,"Utebo (Zaragoza)
Hace 5 horas",1996,Gasolina,236.000 Km,,150 CV
BMW Serie 5 530D,7.990 €,"Utebo (Zaragoza)
Hace 5 horas",2005,Diesel,122.000 Km,,218 CV
Renault Kangoo Combi Profesional M1AF Energy dCi 75 Euro 6,5.776 €,"Utebo (Zaragoza)
Hace 5 horas",2015,Diesel,158.000 Km,,75 CV
Citroen Berlingo 1.6 HDi 75 600,4.123 €,"Utebo (Zaragoza)
Hace 5 horas",2013,Diesel,138.000 Km,,75 CV
Mini Cooper Cooper,9.490 €,"Utebo (Zaragoza)
Hace 5 horas",2010,Gasolina,112.000 Km,,122 CV
Renault Kangoo Furgon Profesional 2014 dCi 75 Gen5,5.371 €,"Utebo (Zaragoza)
Hace 5 horas",2014,Diesel,95.000 Km,,75 CV
Volkswagen New Beetle 1.9 TDi 105CV,10.990 €,"Utebo (Zaragoza)
Hace 5 horas",2011,Diesel,112.000 Km,,105 CV
Volkswagen Polo 1.6 TDI 105cv Sport by RLine,7.990 €,"Utebo (Zaragoza)
Hace 5 horas",2014,Diesel,122.000 Km,,105 CV
Citroen C4 1.6 HDi 110 VTS Plus,4.990 €,"Utebo (Zaragoza)
Hace 5 horas",2009,Diesel,187.000 Km,,110 CV
BMW Serie 1 120d,6.990 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Diesel,289.000 Km,,163 CV
Audi A4 Avant 2.0 TDI 163cv,10.990 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,268.000 Km,,163 CV
Renault Megane GRAND TOUR LUXE DYNAMIQUE 1.9DCI,3.990 €,"Utebo (Zaragoza)
Hace 5 horas",2004,Diesel,195.000 Km,,120 CV
BMW X3 3.0d,9.990 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Diesel,271.000 Km,,218 CV
Fiat Fiorino Combi Base 1.3 Mjt 75cv 5plazas E5,3.990 €,"Utebo (Zaragoza)
Hace 5 horas",2011,Diesel,198.000 Km,,75 CV
Citroen Berlingo 1.6 HDi 75 Attraction,4.990 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,222.000 Km,,75 CV
Saab 9 3 Sport Sedan 1.9TiD Vector,4.990 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Diesel,201.000 Km,,150 CV
BMW Serie 5 530D,7.490 €,"Utebo (Zaragoza)
Hace 5 horas",2009,Diesel,340.000 Km,,235 CV
Opel Zafira 1.9 CDTi 150 CV Cosmo,7.490 €,"Utebo (Zaragoza)
Hace 5 horas",2008,Diesel,86.000 Km,,150 CV
Citroen Berlingo 1.6 HDi 75 Tonic,7.500 €,"Utebo (Zaragoza)
Hace 5 horas",2015,Diesel,154.000 Km,,75 CV
Audi A3 Sportback 1.9 TDI Attraction,8.990 €,"Utebo (Zaragoza)
Hace 5 horas",2009,Diesel,190.000 Km,,105 CV
Ford Fiesta 1.4 TDCi Ghia,3.990 €,"Utebo (Zaragoza)
Hace 5 horas",2004,Diesel,130.000 Km,,68 CV
Peugeot 508 Active 1.6 HDI 112cv,11.490 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,108.000 Km,,112 CV
Renault Grand Scenic Dynamique 7 plazas 1.9dCi EU4,5.990 €,"Utebo (Zaragoza)
Hace 5 horas",2008,Diesel,179.000 Km,,130 CV
Saab 9 3 Sport Hatch Linear 1.9 TiD,6.490 €,"Utebo (Zaragoza)
Hace 5 horas",2009,Diesel,123.000 Km,,150 CV
Citroen Berlingo 1.6 HDi 75 X 600,2.479 €,"Utebo (Zaragoza)
Hace 5 horas",2011,Diesel,199.000 Km,,75 CV
Seat Leon 1.6i SIGNA,1.990 €,"Utebo (Zaragoza)
Hace 5 horas",2004,Gasolina,214.000 Km,,105 CV
Daewoo Matiz S,1.500 €,"Utebo (Zaragoza)
Hace 5 horas",2002,Gasolina,143.000 Km,,51 CV
Audi RS4 4.2 FSI quattro Avant,28.500 €,"Utebo (Zaragoza)
Hace 5 horas",2008,Gasolina,155.000 Km,,420 CV
Audi Q5 2.0 TDI 170cv quattro DPF,15.490 €,"Utebo (Zaragoza)
Hace 5 horas",2009,Diesel,144.000 Km,,170 CV
Renault Kangoo Combi Profesional M1AF Energy dCi 75 Euro 6,6.198 €,"Utebo (Zaragoza)
Hace 5 horas",2015,Diesel,90.000 Km,,75 CV
Toyota Verso 1.6 VVTI Active 5pl.,6.990 €,"Utebo (Zaragoza)
Hace 5 horas",2010,Gasolina,154.000 Km,,132 CV
Audi Q7 3.0 TDI quattro tiptronic,10.990 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Diesel,382.000 Km,,233 CV
Audi A6 2.0 TDI 177cv multitronic,14.990 €,"Utebo (Zaragoza)
Hace 5 horas",2014,Diesel,215.000 Km,,177 CV
Nissan Qashqai 1.6dCi SS ACENTA 4x4,13.490 €,"Utebo (Zaragoza)
Hace 5 horas",2015,Diesel,84.000 Km,,130 CV
Renault Espace Expression 1.9 dCi,3.990 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Diesel,256.000 Km,,120 CV
Renault Clio Business Energy dCi 75 eco2 Euro 6,6.490 €,"Utebo (Zaragoza)
Hace 5 horas",2015,Diesel,188.000 Km,,75 CV
Mercedes Clase E 500 4MATIC AVANTGARDE AUTO,7.490 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Gasolina,189.000 Km,,306 CV
Renault Clio Authentique dCi 75 eco2,5.990 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,143.000 Km,,75 CV
Citroen Jumpy 2.0 HDi 125 29 L2H1,6.198 €,"Utebo (Zaragoza)
Hace 5 horas",2013,Diesel,218.000 Km,,128 CV
Mercedes Clase E Coupe 250 CDI Blue Efficiency Elegance,13.900 €,"Utebo (Zaragoza)
Hace 5 horas",2009,Diesel,198.000 Km,,204 CV
Opel Combo Tour Enjoy 1.3 CDTI 75 CV,5.776 €,"Utebo (Zaragoza)
Hace 5 horas",2011,Diesel,74.000 Km,,75 CV
Saab 9 3 Sport Sedan 1.8t Vector,4.790 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Gasolina,198.000 Km,,150 CV
Mazda Mazda6 2.0 CRTD SportiveNavi,7.490 €,"Utebo (Zaragoza)
Hace 5 horas",2008,Diesel,129.000 Km,,140 CV
Ford Kuga 2.0 TDCi 140cv 2WD Trend,10.490 €,"Utebo (Zaragoza)
Hace 5 horas",2010,Diesel,168.000 Km,,140 CV
Renault Kangoo Combi Nue. Dynamique dCi 110 Gen6,7.016 €,"Utebo (Zaragoza)
Hace 5 horas",2014,Diesel,84.000 Km,,110 CV
Renault Clio Business Energy dCi 55kW 75CV,7.990 €,"Utebo (Zaragoza)
Hace 5 horas",2016,Diesel,106.000 Km,,75 CV
Hyundai Terracan 2.9 CRDi Full Automatico,5.490 €,"Utebo (Zaragoza)
Hace 5 horas",2005,Diesel,242.000 Km,,163 CV
Ford Transit Courier Van 1.5 TDCi 75cv Ambiente,6.603 €,"Utebo (Zaragoza)
Hace 5 horas",2015,Diesel,84.000 Km,,75 CV
Renault Kangoo Combi Profesional M1AF dCi 75 2014,7.429 €,"Utebo (Zaragoza)
Hace 5 horas",2015,Diesel,15.000 Km,,75 CV
Renault Megane Dynamique 1.5dCi 105cv eco2,2.690 €,"Utebo (Zaragoza)
Hace 5 horas",2008,Diesel,310.000 Km,,105 CV
Opel Zafira 1.7 CDTi 125 CV Enjoy,8.990 €,"Utebo (Zaragoza)
Hace 5 horas",2011,Diesel,132.000 Km,,125 CV
Audi Q5 2.0 TDI 170cv quattro,16.490 €,"Utebo (Zaragoza)
Hace 5 horas",2010,Diesel,189.000 Km,,170 CV
Volkswagen Passat Variant 1.6 TDI 105 Edition Plus BM Tech,4.990 €,"Utebo (Zaragoza)
Hace 5 horas",2009,Diesel,252.000 Km,,105 CV
Audi A1 1.6 TDI 90cv Ambition,9.990 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,105.000 Km,,90 CV
Hyundai Sonata 2.0 CRDi VGT Style,5.490 €,"Utebo (Zaragoza)
Hace 5 horas",2008,Diesel,141.000 Km,,140 CV
BMW Serie 3 318d,11.690 €,"Utebo (Zaragoza)
Hace 5 horas",2011,Diesel,97.000 Km,,143 CV
Chevrolet Nubira 2.0 TCDi 16V SX,4.890 €,"Utebo (Zaragoza)
Hace 5 horas",2007,Diesel,124.000 Km,,121 CV
Renault Laguna G.Tour Dynamique 1.9dCi 130CV E4,2.990 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Diesel,226.000 Km,,130 CV
BMW Serie 5 525TDS,2.990 €,"Utebo (Zaragoza)
Hace 5 horas",1997,Diesel,371.000 Km,,143 CV
Renault Scenic Dynamique 1.5dCi105 EU4,5.690 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Diesel,163.000 Km,,105 CV
BMW Serie 3 320d E90,6.490 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Diesel,287.000 Km,,163 CV
Peugeot 508 GT 2.2 HDI 204cv Auto.,10.490 €,"Utebo (Zaragoza)
Hace 5 horas",2014,Diesel,176.000 Km,,204 CV
Nissan X Trail 2.2 Di Elegance,4.290 €,"Utebo (Zaragoza)
Hace 5 horas",2002,Diesel,293.000 Km,,114 CV
Ford Transit Connect 1.8 TDCi Tourneo 210 S LX,3.990 €,"Utebo (Zaragoza)
Hace 5 horas",2003,Diesel,267.000 Km,,90 CV
Volkswagen Passat 2.0 TDI 110cv DPF Edition Plus,9.490 €,"Utebo (Zaragoza)
Hace 5 horas",2010,Diesel,128.000 Km,,110 CV
Citroen Jumpy HDi 90 Furgon 27L1H1,8.669 €,"Utebo (Zaragoza)
Hace 5 horas",2015,Diesel,181.000 Km,,90 CV
Renault Koleos 2.0dCi 150CV 4x4 Dynamique PK2,10.490 €,"Utebo (Zaragoza)
Hace 5 horas",2009,Diesel,112.000 Km,,150 CV
Volkswagen Tiguan 2.0 TSI 4M 200cv Tiptronic Motion,10.900 €,"Utebo (Zaragoza)
Hace 5 horas",2009,Gasolina,190.000 Km,,200 CV
Audi A5 Coupe 2.0 TDI 177cv quattro,19.990 €,"Utebo (Zaragoza)
Hace 5 horas",2012,Diesel,87.000 Km,,177 CV
BMW Serie 3 320i,8.490 €,"Utebo (Zaragoza)
Hace 5 horas",2006,Gasolina,113.000 Km,,170 CV
Renault Kangoo Combi Dynamique M1AF dCi 110 2014,4.958 €,"Utebo (Zaragoza)
Hace 5 horas",2014,Diesel,194.000 Km,,110 CV
Opel Insignia 1.6CDTI Business 136cv,13.900 €,"Torrelavega (Cantabria)
Hace 5 horas",2017,Diesel,105.000 Km,,136 CV
Peugeot 307 2.0 HDI,2.500 €,"Torrelavega (Cantabria)
Hace 5 horas",2004,Diesel,242.000 Km,,90 CV
"Citroen C4 Picasso 1,6 HDI",6.900 €,"Torrelavega (Cantabria)
Hace 5 horas",2007,Diesel,104.000 Km,,110 CV
BMW Serie 1 116D,13.900 €,"Torrelavega (Cantabria)
Hace 5 horas",2019,Diesel,105.000 Km,,116 CV
Nissan Juke TEKNA SPORT,11.400 €,"Torrelavega (Cantabria)
Hace 5 horas",2013,Diesel,70.000 Km,,110 CV
Mercedes Clase B 180 CDI SPORT,15.900 €,"Torrelavega (Cantabria)
Hace 5 horas",2013,Diesel,45.000 Km,,110 CV
"Volkswagen Passat 1,6 tdi bluemotion",11.500 €,"Torrelavega (Cantabria)
Hace 5 horas",2014,Diesel,152.000 Km,,105 CV
